,Timestamp,Instrument,Bid Price,Bid Volume,Ask Price,Ask Volume
146,11:44:23,SP-FUTURE,2912.25,135,2912.5,1434
147,11:44:23,ESX-FUTURE,3353.25,3383,3353.5,90
148,11:44:25,ESX-FUTURE,3353.5,75,3353.75,3398
149,11:44:25,SP-FUTURE,2912.25,224,2912.5,1345
150,11:44:26,ESX-FUTURE,3353.5,4,3353.75,3469
151,11:44:27,SP-FUTURE,2912.25,224,2912.5,1345
152,11:44:27,ESX-FUTURE,3353.25,3118,3353.5,355
153,11:44:27,SP-FUTURE,2912.25,424,2912.5,1145
154,11:44:29,ESX-FUTURE,3353.5,374,3353.75,3099
155,11:44:29,SP-FUTURE,2912.25,420,2912.5,1149
156,11:44:30,ESX-FUTURE,3353.25,2254,3353.5,1219
157,11:44:31,SP-FUTURE,2910.75,705,2911.0,864
158,11:44:31,ESX-FUTURE,3353.25,123,3353.5,3350
159,11:44:32,ESX-FUTURE,3353.5,1832,3353.75,1641
160,11:44:32,SP-FUTURE,2911.25,587,2911.5,982
161,11:44:33,SP-FUTURE,2911.5,249,2911.75,1320
162,11:44:34,ESX-FUTURE,3353.5,2530,3353.75,943
163,11:44:34,SP-FUTURE,2912.0,360,2912.25,1209
164,11:44:35,ESX-FUTURE,3354.25,369,3354.5,3104
165,11:44:35,SP-FUTURE,2912.0,957,2912.25,612
166,11:44:36,SP-FUTURE,2912.0,896,2912.25,673
167,11:44:36,ESX-FUTURE,3353.75,2948,3354.0,525
168,11:44:37,ESX-FUTURE,3354.0,1591,3354.25,1882
169,11:44:38,SP-FUTURE,2912.0,1513,2912.25,56
170,11:44:38,ESX-FUTURE,3354.0,1639,3354.25,1834
171,11:44:38,SP-FUTURE,2912.0,1513,2912.25,56
172,11:44:38,SP-FUTURE,2912.0,769,2912.25,800
173,11:44:39,SP-FUTURE,2911.75,1245,2912.0,324
174,11:44:39,SP-FUTURE,2913.5,1467,2913.75,102
175,11:44:40,ESX-FUTURE,3354.0,1647,3354.25,1826
176,11:44:40,SP-FUTURE,2914.75,603,2915.0,966
177,11:44:40,ESX-FUTURE,3354.25,1198,3354.5,2275
178,11:44:41,SP-FUTURE,2915.5,448,2915.75,1121
179,11:44:41,ESX-FUTURE,3354.25,1626,3354.5,1847
180,11:44:42,SP-FUTURE,2915.5,417,2915.75,1152
181,11:44:42,ESX-FUTURE,3354.5,2144,3354.75,1329
182,11:44:43,SP-FUTURE,2915.25,706,2915.5,863
183,11:44:44,ESX-FUTURE,3354.75,1576,3355.0,1897
184,11:44:44,SP-FUTURE,2915.25,702,2915.5,867
185,11:44:44,ESX-FUTURE,3354.75,1681,3355.0,1792
186,11:44:45,SP-FUTURE,2915.25,183,2915.5,1386
187,11:44:45,ESX-FUTURE,3354.75,836,3355.0,2637
188,11:44:45,ESX-FUTURE,3354.5,2668,3354.75,805
189,11:44:47,SP-FUTURE,2915.25,339,2915.5,1230
190,11:44:47,ESX-FUTURE,3354.5,3264,3354.75,209
191,11:44:48,ESX-FUTURE,3355.25,2422,3355.5,1051
192,11:44:49,SP-FUTURE,2915.25,1035,2915.5,534
193,11:44:49,ESX-FUTURE,3355.25,2657,3355.5,816
194,11:44:49,SP-FUTURE,2915.25,1069,2915.5,500
195,11:44:50,ESX-FUTURE,3355.25,1587,3355.5,1886
196,11:44:51,SP-FUTURE,2915.25,1176,2915.5,393
197,11:44:51,SP-FUTURE,2915.5,527,2915.75,1042
198,11:44:51,ESX-FUTURE,3355.5,1355,3355.75,2118
199,11:44:51,SP-FUTURE,2915.25,1522,2915.5,47
200,11:44:52,SP-FUTURE,2915.75,45,2916.0,1524
201,11:44:52,ESX-FUTURE,3355.5,1269,3355.75,2204
202,11:44:53,ESX-FUTURE,3355.5,1383,3355.75,2090
203,11:44:54,SP-FUTURE,2915.5,1045,2915.75,524
204,11:44:54,SP-FUTURE,2915.0,1393,2915.25,176
205,11:44:54,ESX-FUTURE,3354.75,2483,3355.0,990
206,11:44:55,ESX-FUTURE,3354.75,2462,3355.0,1011
207,11:44:56,SP-FUTURE,2915.0,1402,2915.25,167
208,11:44:56,ESX-FUTURE,3353.75,1845,3354.0,1628
209,11:44:58,SP-FUTURE,2915.0,1205,2915.25,364
210,11:44:59,ESX-FUTURE,3353.75,1844,3354.0,1629
211,11:44:59,ESX-FUTURE,3353.75,1804,3354.0,1669
212,11:44:59,SP-FUTURE,2915.0,121,2915.25,1448
213,11:44:59,ESX-FUTURE,3353.75,1781,3354.0,1692
214,11:45:00,SP-FUTURE,2914.25,325,2914.5,1244
215,11:45:00,SP-FUTURE,2914.25,570,2914.5,999
216,11:45:01,ESX-FUTURE,3354.0,3211,3354.25,262
217,11:45:02,SP-FUTURE,2914.25,574,2914.5,995
218,11:45:03,ESX-FUTURE,3354.25,1842,3354.5,1631
219,11:45:03,ESX-FUTURE,3354.0,2594,3354.25,879
220,11:45:03,SP-FUTURE,2914.75,1152,2915.0,417
221,11:45:04,SP-FUTURE,2914.75,811,2915.0,758
222,11:45:05,SP-FUTURE,2915.25,1389,2915.5,180
223,11:45:05,ESX-FUTURE,3353.75,2762,3354.0,711
224,11:45:05,SP-FUTURE,2914.25,1021,2914.5,548
225,11:45:05,ESX-FUTURE,3354.25,775,3354.5,2698
226,11:45:06,ESX-FUTURE,3354.25,1929,3354.5,1544
227,11:45:06,ESX-FUTURE,3354.25,1609,3354.5,1864
228,11:45:07,SP-FUTURE,2915.5,1445,2915.75,124
229,11:45:07,SP-FUTURE,2915.5,592,2915.75,977
230,11:45:07,ESX-FUTURE,3354.5,1524,3354.75,1949
231,11:45:08,SP-FUTURE,2915.75,1560,2916.0,9
232,11:45:09,SP-FUTURE,2915.75,1488,2916.0,81
233,11:45:09,SP-FUTURE,2915.75,746,2916.0,823
234,11:45:09,ESX-FUTURE,3354.5,1532,3354.75,1941
235,11:45:09,SP-FUTURE,2916.0,161,2916.25,1408
236,11:45:10,SP-FUTURE,2916.0,1259,2916.25,310
237,11:45:11,SP-FUTURE,2916.25,492,2916.5,1077
238,11:45:11,ESX-FUTURE,3356.25,1877,3356.5,1596
239,11:45:12,SP-FUTURE,2915.75,511,2916.0,1058
240,11:45:12,ESX-FUTURE,3356.0,737,3356.25,2736
241,11:45:12,ESX-FUTURE,3356.0,981,3356.25,2492
242,11:45:12,SP-FUTURE,2915.75,481,2916.0,1088
243,11:45:13,ESX-FUTURE,3355.75,2763,3356.0,710
244,11:45:13,SP-FUTURE,2916.0,462,2916.25,1107
245,11:45:14,SP-FUTURE,2916.0,512,2916.25,1057
246,11:45:15,ESX-FUTURE,3355.5,2827,3355.75,646
247,11:45:15,SP-FUTURE,2916.0,640,2916.25,929
248,11:45:15,ESX-FUTURE,3355.5,2539,3355.75,934
249,11:45:15,SP-FUTURE,2915.5,500,2915.75,1069
250,11:45:16,SP-FUTURE,2915.5,959,2915.75,610
251,11:45:16,ESX-FUTURE,3354.5,3003,3354.75,470
252,11:45:16,ESX-FUTURE,3353.0,3120,3353.25,353
253,11:45:17,SP-FUTURE,2915.25,597,2915.5,972
254,11:45:17,ESX-FUTURE,3353.0,1862,3353.25,1611
255,11:45:18,ESX-FUTURE,3352.75,2336,3353.0,1137
256,11:45:19,SP-FUTURE,2915.25,486,2915.5,1083
257,11:45:20,SP-FUTURE,2915.25,642,2915.5,927
258,11:45:20,ESX-FUTURE,3353.0,768,3353.25,2705
259,11:45:21,SP-FUTURE,2915.25,625,2915.5,944
260,11:45:22,ESX-FUTURE,3352.75,2965,3353.0,508
261,11:45:23,SP-FUTURE,2915.25,636,2915.5,933
262,11:45:23,SP-FUTURE,2915.25,1210,2915.5,359
263,11:45:23,SP-FUTURE,2915.0,188,2915.25,1381
264,11:45:23,ESX-FUTURE,3353.25,790,3353.5,2683
265,11:45:24,SP-FUTURE,2915.0,1273,2915.25,296
266,11:45:24,ESX-FUTURE,3353.25,1742,3353.5,1731
267,11:45:25,ESX-FUTURE,3353.25,909,3353.5,2564
268,11:45:25,SP-FUTURE,2915.25,6,2915.5,1563
269,11:45:25,SP-FUTURE,2915.25,535,2915.5,1034
270,11:45:26,ESX-FUTURE,3353.25,2197,3353.5,1276
271,11:45:26,SP-FUTURE,2915.75,1335,2916.0,234
272,11:45:27,SP-FUTURE,2915.75,684,2916.0,885
273,11:45:27,ESX-FUTURE,3353.0,2240,3353.25,1233
274,11:45:28,SP-FUTURE,2915.75,1352,2916.0,217
275,11:45:28,ESX-FUTURE,3353.0,2033,3353.25,1440
276,11:45:30,ESX-FUTURE,3353.0,950,3353.25,2523
277,11:45:30,SP-FUTURE,2915.75,983,2916.0,586
278,11:45:30,SP-FUTURE,2915.75,920,2916.0,649
279,11:45:31,SP-FUTURE,2915.75,1312,2916.0,257
280,11:45:31,ESX-FUTURE,3353.0,1164,3353.25,2309
281,11:45:32,ESX-FUTURE,3353.0,995,3353.25,2478
282,11:45:33,SP-FUTURE,2916.25,619,2916.5,950
283,11:45:33,ESX-FUTURE,3353.0,2347,3353.25,1126
284,11:45:34,ESX-FUTURE,3353.0,2110,3353.25,1363
285,11:45:34,ESX-FUTURE,3353.25,3387,3353.5,86
286,11:45:35,SP-FUTURE,2916.25,632,2916.5,937
287,11:45:35,ESX-FUTURE,3353.75,1404,3354.0,2069
288,11:45:36,ESX-FUTURE,3354.0,2837,3354.25,636
289,11:45:36,SP-FUTURE,2915.75,1354,2916.0,215
290,11:45:37,SP-FUTURE,2916.0,363,2916.25,1206
291,11:45:37,ESX-FUTURE,3354.0,1836,3354.25,1637
292,11:45:37,ESX-FUTURE,3354.0,1764,3354.25,1709
293,11:45:38,SP-FUTURE,2916.0,276,2916.25,1293
294,11:45:38,SP-FUTURE,2916.25,1181,2916.5,388
295,11:45:39,ESX-FUTURE,3354.0,722,3354.25,2751
296,11:45:39,SP-FUTURE,2916.25,934,2916.5,635
297,11:45:40,ESX-FUTURE,3354.0,1869,3354.25,1604
298,11:45:40,SP-FUTURE,2916.25,386,2916.5,1183
299,11:45:41,ESX-FUTURE,3354.0,751,3354.25,2722
300,11:45:41,SP-FUTURE,2915.75,1472,2916.0,97
301,11:45:41,ESX-FUTURE,3354.0,740,3354.25,2733
302,11:45:42,SP-FUTURE,2915.5,786,2915.75,783
303,11:45:42,ESX-FUTURE,3353.75,2270,3354.0,1203
304,11:45:43,SP-FUTURE,2913.0,1049,2913.25,520
305,11:45:44,ESX-FUTURE,3353.75,2835,3354.0,638
306,11:45:44,SP-FUTURE,2912.75,993,2913.0,576
307,11:45:44,ESX-FUTURE,3353.25,637,3353.5,2836
308,11:45:46,ESX-FUTURE,3353.25,607,3353.5,2866
309,11:45:46,SP-FUTURE,2912.75,1200,2913.0,369
310,11:45:47,SP-FUTURE,2913.25,733,2913.5,836
311,11:45:47,ESX-FUTURE,3353.0,2633,3353.25,840
312,11:45:48,SP-FUTURE,2913.25,1029,2913.5,540
313,11:45:48,ESX-FUTURE,3353.75,48,3354.0,3425
314,11:45:48,SP-FUTURE,2913.25,1013,2913.5,556
315,11:45:49,SP-FUTURE,2913.25,981,2913.5,588
316,11:45:50,ESX-FUTURE,3353.25,3363,3353.5,110
317,11:45:50,ESX-FUTURE,3353.25,2802,3353.5,671
318,11:45:50,ESX-FUTURE,3353.0,3233,3353.25,240
319,11:45:50,SP-FUTURE,2913.25,1044,2913.5,525
320,11:45:51,SP-FUTURE,2913.25,1047,2913.5,522
321,11:45:52,ESX-FUTURE,3352.75,360,3353.0,3113
322,11:45:52,SP-FUTURE,2913.25,471,2913.5,1098
323,11:45:53,ESX-FUTURE,3352.5,3457,3352.75,16
324,11:45:54,ESX-FUTURE,3352.0,3278,3352.25,195
325,11:45:54,SP-FUTURE,2913.25,594,2913.5,975
326,11:45:55,ESX-FUTURE,3352.25,781,3352.5,2692
327,11:45:55,SP-FUTURE,2913.25,491,2913.5,1078
328,11:45:55,ESX-FUTURE,3352.25,1153,3352.5,2320
329,11:45:55,ESX-FUTURE,3352.0,717,3352.25,2756
330,11:45:56,SP-FUTURE,2916.5,724,2916.75,845
331,11:45:57,ESX-FUTURE,3351.75,2284,3352.0,1189
332,11:45:57,SP-FUTURE,2916.75,167,2917.0,1402
333,11:45:57,SP-FUTURE,2916.5,843,2916.75,726
334,11:45:58,ESX-FUTURE,3351.5,2972,3351.75,501
335,11:45:58,SP-FUTURE,2915.5,827,2915.75,742
336,11:45:59,ESX-FUTURE,3351.5,1265,3351.75,2208
337,11:45:59,SP-FUTURE,2915.0,539,2915.25,1030
338,11:46:00,ESX-FUTURE,3352.25,1197,3352.5,2276
339,11:46:00,SP-FUTURE,2916.0,587,2916.25,982
340,11:46:01,ESX-FUTURE,3353.25,1334,3353.5,2139
341,11:46:01,SP-FUTURE,2915.75,1425,2916.0,144
342,11:46:01,ESX-FUTURE,3353.0,2506,3353.25,967
343,11:46:01,SP-FUTURE,2915.5,1330,2915.75,239
344,11:46:01,ESX-FUTURE,3352.25,1995,3352.5,1478
345,11:46:02,SP-FUTURE,2915.5,84,2915.75,1485
346,11:46:03,ESX-FUTURE,3352.5,1286,3352.75,2187
347,11:46:03,SP-FUTURE,2914.75,689,2915.0,880
348,11:46:04,ESX-FUTURE,3352.5,1227,3352.75,2246
349,11:46:04,SP-FUTURE,2914.25,474,2914.5,1095
350,11:46:05,SP-FUTURE,2913.75,1238,2914.0,331
351,11:46:05,ESX-FUTURE,3352.5,959,3352.75,2514
352,11:46:06,ESX-FUTURE,3352.5,49,3352.75,3424
353,11:46:07,ESX-FUTURE,3352.5,381,3352.75,3092
354,11:46:07,SP-FUTURE,2914.0,205,2914.25,1364
355,11:46:08,ESX-FUTURE,3352.25,3215,3352.5,258
356,11:46:08,ESX-FUTURE,3352.25,3227,3352.5,246
357,11:46:08,SP-FUTURE,2914.0,246,2914.25,1323
358,11:46:09,ESX-FUTURE,3352.25,2791,3352.5,682
359,11:46:09,SP-FUTURE,2913.5,1266,2913.75,303
360,11:46:10,SP-FUTURE,2913.5,1349,2913.75,220
361,11:46:10,ESX-FUTURE,3352.0,769,3352.25,2704
362,11:46:11,SP-FUTURE,2913.25,1129,2913.5,440
363,11:46:11,SP-FUTURE,2913.0,811,2913.25,758
364,11:46:12,ESX-FUTURE,3351.75,1230,3352.0,2243
365,11:46:12,SP-FUTURE,2913.0,301,2913.25,1268
366,11:46:13,SP-FUTURE,2913.0,303,2913.25,1266
367,11:46:13,ESX-FUTURE,3351.5,2445,3351.75,1028
368,11:46:13,ESX-FUTURE,3351.5,2433,3351.75,1040
369,11:46:14,ESX-FUTURE,3351.5,2276,3351.75,1197
370,11:46:15,SP-FUTURE,2912.5,81,2912.75,1488
371,11:46:16,ESX-FUTURE,3351.5,2370,3351.75,1103
372,11:46:16,ESX-FUTURE,3351.5,2310,3351.75,1163
373,11:46:16,SP-FUTURE,2912.5,192,2912.75,1377
374,11:46:17,ESX-FUTURE,3351.5,2072,3351.75,1401
375,11:46:18,SP-FUTURE,2912.5,413,2912.75,1156
376,11:46:19,ESX-FUTURE,3351.25,1482,3351.5,1991
377,11:46:19,SP-FUTURE,2912.5,839,2912.75,730
378,11:46:19,ESX-FUTURE,3351.5,3148,3351.75,325
379,11:46:20,ESX-FUTURE,3351.5,3190,3351.75,283
380,11:46:20,SP-FUTURE,2912.5,863,2912.75,706
381,11:46:21,SP-FUTURE,2912.5,1292,2912.75,277
382,11:46:21,ESX-FUTURE,3351.5,3264,3351.75,209
383,11:46:23,SP-FUTURE,2912.5,1294,2912.75,275
384,11:46:23,ESX-FUTURE,3351.75,2203,3352.0,1270
385,11:46:24,SP-FUTURE,2912.5,765,2912.75,804
386,11:46:25,ESX-FUTURE,3351.75,3356,3352.0,117
387,11:46:25,SP-FUTURE,2912.5,818,2912.75,751
388,11:46:26,ESX-FUTURE,3350.75,924,3351.0,2549
389,11:46:26,SP-FUTURE,2912.5,809,2912.75,760
390,11:46:27,SP-FUTURE,2912.0,646,2912.25,923
391,11:46:27,SP-FUTURE,2912.25,474,2912.5,1095
392,11:46:27,SP-FUTURE,2912.0,1095,2912.25,474
393,11:46:28,ESX-FUTURE,3350.5,2466,3350.75,1007
394,11:46:28,ESX-FUTURE,3350.75,1745,3351.0,1728
395,11:46:29,SP-FUTURE,2912.0,476,2912.25,1093
396,11:46:30,SP-FUTURE,2912.0,630,2912.25,939
397,11:46:30,ESX-FUTURE,3351.0,418,3351.25,3055
398,11:46:30,ESX-FUTURE,3350.75,3077,3351.0,396
399,11:46:30,SP-FUTURE,2911.75,1080,2912.0,489
400,11:46:31,ESX-FUTURE,3351.0,127,3351.25,3346
401,11:46:32,ESX-FUTURE,3351.0,2012,3351.25,1461
402,11:46:32,SP-FUTURE,2912.0,887,2912.25,682
403,11:46:32,SP-FUTURE,2912.5,64,2912.75,1505
404,11:46:33,ESX-FUTURE,3351.0,1961,3351.25,1512
405,11:46:34,SP-FUTURE,2913.75,606,2914.0,963
406,11:46:34,ESX-FUTURE,3351.25,873,3351.5,2600
407,11:46:35,SP-FUTURE,2913.75,353,2914.0,1216
408,11:46:35,ESX-FUTURE,3351.5,2667,3351.75,806
409,11:46:36,ESX-FUTURE,3352.0,2923,3352.25,550
410,11:46:36,SP-FUTURE,2913.75,611,2914.0,958
411,11:46:37,ESX-FUTURE,3352.0,1871,3352.25,1602
412,11:46:38,SP-FUTURE,2912.5,450,2912.75,1119
413,11:46:38,SP-FUTURE,2912.5,483,2912.75,1086
414,11:46:39,ESX-FUTURE,3352.0,2720,3352.25,753
415,11:46:40,ESX-FUTURE,3352.0,2689,3352.25,784
416,11:46:40,SP-FUTURE,2912.75,589,2913.0,980
417,11:46:41,ESX-FUTURE,3352.0,2624,3352.25,849
418,11:46:41,SP-FUTURE,2913.25,777,2913.5,792
419,11:46:42,ESX-FUTURE,3352.0,1695,3352.25,1778
420,11:46:42,SP-FUTURE,2913.25,730,2913.5,839
421,11:46:42,SP-FUTURE,2913.75,845,2914.0,724
422,11:46:43,ESX-FUTURE,3350.75,1921,3351.0,1552
423,11:46:43,SP-FUTURE,2913.75,753,2914.0,816
424,11:46:44,ESX-FUTURE,3351.0,272,3351.25,3201
425,11:46:44,ESX-FUTURE,3350.75,3455,3351.0,18
426,11:46:44,SP-FUTURE,2913.75,757,2914.0,812
